"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2016-01-19","2016","01","19","†","5.0","","-11.2","","-3.1","","21.1","","0.0","","","M","","M","0.0","","8","","","","<31",""
"2016-01-20","2016","01","20","†","-5.9","","-12.4","","-9.2","","27.2","","0.0","","","M","","M","0.0","","8","","","","<31",""
"2016-01-21","2016","01","21","†","1.0","","-12.7","","-5.9","","23.9","","0.0","","","M","","M","0.0","","8","","","","<31",""
"2016-01-22","2016","01","22","†","8.0","","-4.7","","1.7","","16.3","","0.0","","","M","","M","0.0","","8","","27","","37",""
"2016-01-23","2016","01","23","†","5.0","","-6.8","","-0.9","","18.9","","0.0","","","M","","M","0.5","","8","","","","<31",""
"2016-01-24","2016","01","24","†","-0.3","","-12.2","","-6.3","","24.3","","0.0","","","M","","M","3.2","","11","","35","","37",""
"2016-01-25","2016","01","25","†","1.8","","-15.4","","-6.8","","24.8","","0.0","","","M","","M","0.0","","11","","","","<31",""
"2016-01-26","2016","01","26","†","9.4","","-7.6","","0.9","","17.1","","0.0","","","M","","M","0.0","","11","","26","","59",""
"2016-01-27","2016","01","27","†","9.6","","0.3","","5.0","","13.0","","0.0","","","M","","M","0.0","","7","","27","","61",""
"2016-01-28","2016","01","28","†","10.7","","0.1","","5.4","","12.6","","0.0","","","M","","M","0.0","","2","","34","","44",""
"2016-01-29","2016","01","29","†","5.2","","-2.8","","1.2","","16.8","","0.0","","","M","","M","0.0","","2","","28","","43",""
"2016-01-30","2016","01","30","†","2.6","","-3.0","","-0.2","","18.2","","0.0","","","M","","M","0.0","","1","","29","","39",""
"2016-01-31","2016","01","31","†","1.2","","-4.1","","-1.5","","19.5","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-01","2016","02","01","†","-0.9","","-6.3","","-3.6","","21.6","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-02","2016","02","02","†","-1.4","","-10.0","","-5.7","","23.7","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-03","2016","02","03","†","-1.0","","-12.6","","-6.8","","24.8","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-04","2016","02","04","†","4.7","","-5.0","","-0.2","","18.2","","0.0","","","M","","M","0.0","","0","T","27","","43",""
"2016-02-05","2016","02","05","†","9.4","","0.2","","4.8","","13.2","","0.0","","","M","","M","0.0","","0","T","26","","50",""
"2016-02-06","2016","02","06","†","6.4","","-1.4","","2.5","","15.5","","0.0","","","M","","M","0.0","","0","T","28","","63",""
"2016-02-07","2016","02","07","†","4.4","","-4.4","","0.0","","18.0","","0.0","","","M","","M","0.0","","0","T","27","","43",""
"2016-02-08","2016","02","08","†","13.1","","-6.5","","3.3","","14.7","","0.0","","","M","","M","0.0","","0","T","27","","43",""
"2016-02-09","2016","02","09","†","15.5","","-1.7","","6.9","","11.1","","0.0","","","M","","M","0.3","","0","T","","","<31",""
"2016-02-10","2016","02","10","†","4.7","","-2.2","","1.3","","16.7","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-11","2016","02","11","†","6.6","","-3.6","","1.5","","16.5","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-12","2016","02","12","†","1.4","","-4.5","","-1.6","","19.6","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-13","2016","02","13","†","7.3","","-4.9","","1.2","","16.8","","0.0","","","M","","M","0.2","","1","","30","","44",""
"2016-02-14","2016","02","14","†","9.1","","-1.9","","3.6","","14.4","","0.0","","","M","","M","0.0","","0","T","26","","50",""
"2016-02-15","2016","02","15","†","8.4","","-2.4","","3.0","","15.0","","0.0","","","M","","M","0.0","","","","33","","50",""
"2016-02-16","2016","02","16","†","10.3","","-5.4","","2.5","","15.5","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-17","2016","02","17","†","5.6","","-4.3","","0.7","","17.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-02-18","2016","02","18","†","9.8","","-3.3","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","27","","57",""
"2016-02-19","2016","02","19","†","6.2","","-0.2","","3.0","","15.0","","0.0","","","M","","M","0.0","","0","T","30","","57",""
"2016-02-20","2016","02","20","†","2.6","","-7.7","","-2.6","","20.6","","0.0","","","M","","M","0.0","","0","T","36","","37",""
"2016-02-21","2016","02","21","†","5.3","","-5.5","","-0.1","","18.1","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-02-22","2016","02","22","†","6.5","","-7.3","","-0.4","","18.4","","0.0","","","M","","M","0.0","","","","36","","33",""
"2016-02-23","2016","02","23","†","4.3","","-6.1","","-0.9","","18.9","","0.0","","","M","","M","0.0","","0","T","4","","46",""
"2016-02-24","2016","02","24","†","3.9","","-11.0","","-3.6","","21.6","","0.0","","","M","","M","0.0","","0","T","17","","37",""
"2016-02-25","2016","02","25","†","11.6","","-6.2","","2.7","","15.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-02-26","2016","02","26","†","16.6","","-1.5","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","27","","50",""
"2016-02-27","2016","02","27","†","11.5","","-2.3","","4.6","","13.4","","0.0","","","M","","M","0.8","","","","26","","48",""
"2016-02-28","2016","02","28","†","6.4","","-5.5","","0.5","","17.5","","0.0","","","M","","M","0.2","","","","9","","37",""
"2016-02-29","2016","02","29","†","2.2","","-11.5","","-4.7","","22.7","","0.0","","","M","","M","0.2","","0","T","10","","35",""
"2016-03-01","2016","03","01","†","5.8","","-6.9","","-0.6","","18.6","","0.0","","","M","","M","0.2","","1","","19","","35",""
"2016-03-02","2016","03","02","†","1.6","","-4.1","","-1.3","","19.3","","0.0","","","M","","M","0.0","","1","","19","","33",""
"2016-03-03","2016","03","03","†","12.3","","-4.3","","4.0","","14.0","","0.0","","","M","","M","0.0","","1","","27","","57",""
"2016-03-04","2016","03","04","†","12.8","","-5.2","","3.8","","14.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-03-05","2016","03","05","†","16.8","","-3.7","","6.6","","11.4","","0.0","","","M","","M","0.0","","1","","29","","57",""
"2016-03-06","2016","03","06","†","9.8","","-1.9","","4.0","","14.0","","0.0","","","M","","M","0.0","","0","T","14","","33",""
"2016-03-07","2016","03","07","†","11.5","","-3.7","","3.9","","14.1","","0.0","","","M","","M","0.0","","0","T","29","","33",""
"2016-03-08","2016","03","08","†","9.1","","-4.0","","2.6","","15.4","","0.0","","","M","","M","0.0","","1","","28","","37",""
"2016-03-09","2016","03","09","†","9.4","","-7.5","","1.0","","17.0","","0.0","","","M","","M","0.0","","1","","","","<31",""
"2016-03-10","2016","03","10","†","15.8","","-2.8","","6.5","","11.5","","0.0","","","M","","M","0.0","","0","T","25","","83",""
"2016-03-11","2016","03","11","†","12.3","","-1.7","","5.3","","12.7","","0.0","","","M","","M","0.0","","1","","15","","39",""
"2016-03-12","2016","03","12","†","15.0","","-1.2","","6.9","","11.1","","0.0","","","M","","M","0.0","","1","","28","","39",""
"2016-03-13","2016","03","13","†","9.6","","-1.5","","4.1","","13.9","","0.0","","","M","","M","0.0","","1","","24","","56",""
"2016-03-14","2016","03","14","†","6.5","","-5.4","","0.6","","17.4","","0.0","","","M","","M","0.0","","1","","1","","41",""
"2016-03-15","2016","03","15","†","5.7","","-5.8","","-0.1","","18.1","","0.0","","","M","","M","0.0","","1","","30","","50",""
"2016-03-16","2016","03","16","†","7.1","","-2.2","","2.5","","15.5","","0.0","","","M","","M","0.0","","0","T","36","","50",""
"2016-03-17","2016","03","17","†","1.5","","-4.6","","-1.6","","19.6","","0.0","","","M","","M","0.5","","0","T","36","","44",""
"2016-03-18","2016","03","18","†","3.5","","-9.6","","-3.1","","21.1","","0.0","","","M","","M","0.2","","0","T","36","","32",""
"2016-03-19","2016","03","19","†","12.7","","-9.5","","1.6","","16.4","","0.0","","","M","","M","0.0","","0","T","17","","35",""
"2016-03-20","2016","03","20","†","13.7","","-4.6","","4.6","","13.4","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-03-21","2016","03","21","†","4.1","","-2.3","","0.9","","17.1","","0.0","","","M","","M","0.0","","1","","","","<31",""
"2016-03-22","2016","03","22","†","3.7","","-5.9","","-1.1","","19.1","","0.0","","","M","","M","0.0","","1","","","","<31",""
"2016-03-23","2016","03","23","†","10.7","","-7.0","","1.9","","16.1","","0.0","","","M","","M","0.0","","1","","","","<31",""
"2016-03-24","2016","03","24","†","8.3","","-1.2","","3.6","","14.4","","0.0","","","M","","M","3.7","","1","","33","","41",""
"2016-03-25","2016","03","25","†","7.2","","-2.4","","2.4","","15.6","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-03-26","2016","03","26","†","10.1","","-4.0","","3.1","","14.9","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"2016-03-27","2016","03","27","†","9.9","","-5.1","","2.4","","15.6","","0.0","","","M","","M","0.0","","0","T","35","","35",""
"2016-03-28","2016","03","28","†","10.3","","1.0","","5.7","","12.3","","0.0","","","M","","M","0.0","","0","T","35","","50",""
"2016-03-29","2016","03","29","†","11.8","","-1.8","","5.0","","13.0","","0.0","","","M","","M","0.0","","","","35","","35",""
"2016-03-30","2016","03","30","†","13.2","","5.0","","9.1","","8.9","","0.0","","","M","","M","0.0","","","","33","","61",""
"2016-03-31","2016","03","31","†","10.4","","1.5","","6.0","","12.0","","0.0","","","M","","M","0.4","","","","13","","46",""
"2016-04-01","2016","04","01","†","19.3","","4.4","","11.9","","6.1","","0.0","","","M","","M","0.0","","","","34","","41",""
"2016-04-02","2016","04","02","†","21.4","","2.1","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","27","","59",""
"2016-04-03","2016","04","03","†","15.0","","2.7","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","1","","32",""
"2016-04-04","2016","04","04","†","13.9","","0.6","","7.3","","10.7","","0.0","","","M","","M","0.0","","","","33","","61",""
"2016-04-05","2016","04","05","†","14.0","","1.7","","7.9","","10.1","","0.0","","","M","","M","0.0","","","","34","","76",""
"2016-04-06","2016","04","06","†","14.6","","4.1","","9.4","","8.6","","0.0","","","M","","M","0.0","","","","27","","56",""
"2016-04-07","2016","04","07","†","16.1","","-2.8","","6.7","","11.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-04-08","2016","04","08","†","23.8","","-1.1","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","26","","48",""
"2016-04-09","2016","04","09","†","17.9","","2.7","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","35","","78",""
"2016-04-10","2016","04","10","†","9.3","","-5.4","","2.0","","16.0","","0.0","","","M","","M","0.0","","","","2","","32",""
"2016-04-11","2016","04","11","†","18.1","","-5.3","","6.4","","11.6","","0.0","","","M","","M","0.0","","","","27","","46",""
"2016-04-12","2016","04","12","†","18.4","","-0.7","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","28","","37",""
"2016-04-13","2016","04","13","†","16.1","","5.0","","10.6","","7.4","","0.0","","","M","","M","0.2","","","","33","","54",""
"2016-04-14","2016","04","14","†","9.0","","-0.7","","4.2","","13.8","","0.0","","","M","","M","0.0","","","","3","","33",""
"2016-04-15","2016","04","15","†","13.8","","-0.2","","6.8","","11.2","","0.0","","","M","","M","0.0","","","","19","","41",""
"2016-04-16","2016","04","16","†","16.5","","0.0","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-04-17","2016","04","17","†","20.6","","0.0","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","19","","39",""
"2016-04-18","2016","04","18","†","23.7","","0.8","","12.3","","5.7","","0.0","","","M","","M","0.0","","","","16","","56",""
"2016-04-19","2016","04","19","†","26.9","","3.6","","15.3","","2.7","","0.0","","","M","","M","0.0","","","","7","","33",""
"2016-04-20","2016","04","20","†","18.3","","6.4","","12.4","","5.6","","0.0","","","M","","M","0.2","","","","35","","41",""
"2016-04-21","2016","04","21","†","23.0","","0.9","","12.0","","6.0","","0.0","","","M","","M","0.0","","","","3","","43",""
"2016-04-22","2016","04","22","†","13.9","","3.5","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","2","","39",""
"2016-04-23","2016","04","23","†","7.7","","1.3","","4.5","","13.5","","0.0","","","M","","M","1.0","","","","","","<31",""
"2016-04-24","2016","04","24","†","6.6","","1.1","","3.9","","14.1","","0.0","","","M","","M","0.7","","","","","","<31",""
"2016-04-25","2016","04","25","†","5.3","","1.3","","3.3","","14.7","","0.0","","","M","","M","0.7","","","","","","<31",""
"2016-04-26","2016","04","26","†","11.4","","0.8","","6.1","","11.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-04-27","2016","04","27","†","12.0","","0.9","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","13","","37",""
"2016-04-28","2016","04","28","†","11.2","","1.9","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","17","","56",""
"2016-04-29","2016","04","29","†","11.6","","1.8","","6.7","","11.3","","0.0","","","M","","M","0.0","","","","13","","46",""
"2016-04-30","2016","04","30","†","13.6","","4.7","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-05-01","2016","05","01","†","21.2","","-0.5","","10.4","","7.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-05-02","2016","05","02","†","25.8","","2.6","","14.2","","3.8","","0.0","","","M","","M","0.2","","","","14","","32",""
"2016-05-03","2016","05","03","†","27.6","","4.6","","16.1","","1.9","","0.0","","","M","","M","0.2","","","","34","","32",""
"2016-05-04","2016","05","04","†","26.8","","7.0","","16.9","","1.1","","0.0","","","M","","M","0.0","","","","20","","37",""
"2016-05-05","2016","05","05","†","","M","11.1","E","","M","","M","","M","","M","","M","","M","","","35","","50",""
"2016-05-06","2016","05","06","†","20.1","","1.9","","11.0","","7.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-05-07","2016","05","07","†","28.1","","2.8","","15.5","","2.5","","0.0","","","M","","M","0.0","","","","19","","41",""
"2016-05-08","2016","05","08","†","18.7","","6.3","","12.5","","5.5","","0.0","","","M","","M","0.7","","","","34","","63",""
"2016-05-09","2016","05","09","†","10.8","","2.3","","6.6","","11.4","","0.0","","","M","","M","0.2","","","","1","","57",""
"2016-05-10","2016","05","10","†","13.4","","-0.9","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","36","","48",""
"2016-05-11","2016","05","11","†","15.0","","-0.7","","7.2","","10.8","","0.0","","","M","","M","0.0","","","","15","","37",""
"2016-05-12","2016","05","12","†","8.3","","0.6","","4.5","","13.5","","0.0","","","M","","M","5.0","","","","14","","33",""
"2016-05-13","2016","05","13","†","10.8","","-2.0","","4.4","","13.6","","0.0","","","M","","M","0.2","","","","","","<31",""
"2016-05-14","2016","05","14","†","14.9","","-2.6","","6.2","","11.8","","0.0","","","M","","M","0.0","","","","17","","39",""
"2016-05-15","2016","05","15","†","17.7","","-0.5","","8.6","","9.4","","0.0","","","M","","M","0.0","","","","19","","48",""
"2016-05-16","2016","05","16","†","20.9","","1.8","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","17","","50",""
"2016-05-17","2016","05","17","†","24.0","","8.6","","16.3","","1.7","","0.0","","","M","","M","0.0","","","","34","","37",""
"2016-05-18","2016","05","18","†","24.4","","6.7","","15.6","","2.4","","0.0","","","M","","M","0.5","","","","33","","52",""
"2016-05-19","2016","05","19","†","13.7","","4.2","","9.0","","9.0","","0.0","","","M","","M","7.2","","","","36","","50",""
"2016-05-20","2016","05","20","†","9.1","","1.2","","5.2","","12.8","","0.0","","","M","","M","1.9","","","","33","","56",""
"2016-05-21","2016","05","21","†","6.9","","1.9","","4.4","","13.6","","0.0","","","M","","M","8.9","","","","34","","44",""
"2016-05-22","2016","05","22","†","5.3","","0.4","","2.9","","15.1","","0.0","","","M","","M","16.0","","","","32","","56",""
"2016-05-23","2016","05","23","†","9.4","","3.3","","6.4","","11.6","","0.0","","","M","","M","1.4","","","","34","","56",""
"2016-05-24","2016","05","24","†","16.2","","3.7","","10.0","","8.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-05-25","2016","05","25","†","20.8","","3.7","","12.3","","5.7","","0.0","","","M","","M","0.0","","","","33","","52",""
"2016-05-26","2016","05","26","†","19.7","","5.3","","12.5","","5.5","","0.0","","","M","","M","0.2","","","","18","","35",""
"2016-05-27","2016","05","27","†","12.4","","6.1","","9.3","","8.7","","0.0","","","M","","M","9.1","","","","34","","37",""
"2016-05-28","2016","05","28","†","16.2","","1.0","","8.6","","9.4","","0.0","","","M","","M","0.2","","","","28","","41",""
"2016-05-29","2016","05","29","†","19.7","","5.7","","12.7","","5.3","","0.0","","","M","","M","6.0","","","","32","","50",""
"2016-05-30","2016","05","30","†","14.8","","5.5","","10.2","","7.8","","0.0","","","M","","M","4.5","","","","34","","59",""
"2016-05-31","2016","05","31","†","17.5","","3.4","","10.5","","7.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"2016-06-01","2016","06","01","†","21.8","","4.7","","13.3","","4.7","","0.0","","","M","","M","0.0","","","","27","","61",""
"2016-06-02","2016","06","02","†","22.7","","8.1","","15.4","","2.6","","0.0","","","M","","M","0.0","","","","25","","57",""
"2016-06-03","2016","06","03","†","24.7","","6.3","","15.5","","2.5","","0.0","","","M","","M","0.0","","","","27","","48",""
"2016-06-04","2016","06","04","†","26.3","","9.1","","17.7","","0.3","","0.0","","","M","","M","0.2","","","","","","<31",""
"2016-06-05","2016","06","05","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-06","2016","06","06","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-07","2016","06","07","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-08","2016","06","08","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-09","2016","06","09","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-10","2016","06","10","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-11","2016","06","11","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-12","2016","06","12","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-13","2016","06","13","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-14","2016","06","14","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-15","2016","06","15","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-16","2016","06","16","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-17","2016","06","17","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-18","2016","06","18","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-19","2016","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-20","2016","06","20","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-21","2016","06","21","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-22","2016","06","22","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-23","2016","06","23","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-24","2016","06","24","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-25","2016","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-26","2016","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-27","2016","06","27","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-28","2016","06","28","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-29","2016","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-30","2016","06","30","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-01","2016","07","01","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-02","2016","07","02","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-03","2016","07","03","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-04","2016","07","04","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-05","2016","07","05","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-06","2016","07","06","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-07","2016","07","07","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-08","2016","07","08","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-09","2016","07","09","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-10","2016","07","10","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-11","2016","07","11","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-12","2016","07","12","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-13","2016","07","13","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-14","2016","07","14","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-15","2016","07","15","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-16","2016","07","16","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-17","2016","07","17","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-18","2016","07","18","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-19","2016","07","19","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-20","2016","07","20","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-21","2016","07","21","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-22","2016","07","22","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-23","2016","07","23","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-24","2016","07","24","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-25","2016","07","25","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-26","2016","07","26","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-27","2016","07","27","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-28","2016","07","28","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-29","2016","07","29","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-30","2016","07","30","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-31","2016","07","31","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-01","2016","08","01","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-02","2016","08","02","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-03","2016","08","03","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-04","2016","08","04","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-05","2016","08","05","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-06","2016","08","06","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-07","2016","08","07","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-08","2016","08","08","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-09","2016","08","09","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-10","2016","08","10","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-11","2016","08","11","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-12","2016","08","12","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-13","2016","08","13","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-14","2016","08","14","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-15","2016","08","15","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-16","2016","08","16","","","","","","","","","","","","","","","","","","","","","","",""
